school_name,state,level,control,official_website,has_inclusive_access,program_name,cost_model,bookstore_partner,publishers_used,notes,source_urls,research_status
Dakota County Technical College,MN,2-year,public,https://www.dctc.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Dunwoody College of Technology,MN,4-year,private_nonprofit,https://www.dunwoody.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Fond du Lac Tribal and Community College,MN,4-year,public,https://www.fdltcc.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Gustavus Adolphus College,MN,4-year,private_nonprofit,https://gustavus.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Hamline University,MN,4-year,private_nonprofit,https://www.hamline.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Hazelden Betty Ford Graduate School,MN,4-year,private_nonprofit,https://www.hazeldenbettyford.org/education/graduate-school-addiction-studies,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Hennepin Technical College,MN,2-year,public,https://www.hennepintech.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Herzing University-Minneapolis,MN,4-year,private_nonprofit,https://www.herzing.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Inver Hills Community College,MN,2-year,public,https://www.inverhills.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Lake Superior College,MN,2-year,public,https://www.lsc.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Leech Lake Tribal College,MN,2-year,public,https://www.lltc.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Luther Seminary,MN,4-year,private_nonprofit,https://www.luthersem.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
M State - Detroit Lakes Campus,MN,2-year,public,https://www.minnesota.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
M State - Moorhead Campus,MN,2-year,public,https://www.minnesota.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
M State - Wadena Campus,MN,2-year,public,https://www.minnesota.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Macalester College,MN,4-year,private_nonprofit,https://www.macalester.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Martin Luther College,MN,4-year,private_nonprofit,https://www.mlc-wels.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Mayo Clinic College of Medicine and Science,MN,4-year,private_nonprofit,https://college.mayo.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Metropolitan State University,MN,4-year,public,https://www.metrostate.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Minneapolis College of Art and Design,MN,4-year,private_nonprofit,https://mcad.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Minneapolis Community and Technical College,MN,2-year,public,https://www.minneapolis.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Minnesota North College,MN,2-year,public,https://minnesotanorth.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Minnesota North College - Itasca,MN,2-year,public,https://minnesotanorth.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Minnesota North College - Mesabi Range Eveleth,MN,2-year,public,https://minnesotanorth.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Minnesota North College - Mesabi Range Virginia,MN,2-year,public,https://minnesotanorth.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Minnesota North College - Rainy River,MN,2-year,public,https://minnesotanorth.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Minnesota North College - Vermilion,MN,2-year,public,https://minnesotanorth.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Minnesota State College Southeast,MN,2-year,public,https://www.southeastmn.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Minnesota State CollegeSoutheast-Red Wing Campus,MN,2-year,public,https://www.southeastmn.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Minnesota State Community and Technical College,MN,2-year,public,https://www.minnesota.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
