school_name,state,city,control,level,enrollment,has_ia_program,ia_program_name,ia_cost_model,ia_price,ia_opt_out,bookstore_partner,publishers_platforms,oer_program,source_url,source_type,verification_date,confidence,notes
Minneapolis College of Art and Design,MN,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Minneapolis Community and Technical College,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Minnesota North College,MN,,public,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Minnesota North College - Itasca,MN,,public,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Minnesota North College - Mesabi Range Eveleth,MN,,public,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Minnesota North College - Mesabi Range Virginia,MN,,public,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Minnesota North College - Rainy River,MN,,public,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Minnesota North College - Vermilion,MN,,public,2-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Minnesota State College Southeast,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Minnesota State CollegeSoutheast-Red Wing Campus,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Minnesota State Community and Technical College,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Minnesota State University Moorhead,MN,,public,4-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Minnesota State University-Mankato,MN,,public,4-year,0,Partial,Bookstore Charge Period (IA emerging),per-course (student acct charge),,unknown,Maverick Shop,Various via D2L BrightSpace,unknown,https://mnsu.edu/bookstore; https://bkstr.com/mnsumankato,,2026-03-09,likely,Textbook charge to student acct; first day charge period for eligible students; MN State system IA discussion; some courses use IA via D2L
Minnesota West Community and Technical College,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Mitchell Hamline School of Law,MN,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Normandale Community College,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
North Central University,MN,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
North Hennepin Community College,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Northland Community and Technical College,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Northland Community and Technical College - East Grand Forks,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Northwest Technical College,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Northwestern Health Sciences University,MN,,private_nonprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Oak Hills Christian College,MN,,private_nonprofit,4-year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Pine Technical & Community College,MN,,public,2-year,0,yes,Follett ACCESS / MN State Z-Degree,per-course follett access digital via d2l; auto-charged opt-out; mn state z-degree (zero textbook cost degrees); oer promoted,,unknown,Follett / Campus bookstore,Various; Follett; OER,unknown,https://minnstate.edu,,2026-03-09,likely,MN State system: Follett ACCESS digital via D2L. Z-Degree zero textbook programs. OER promoted.
Rasmussen University-Bloomington,MN,,private_forprofit,4-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Rasmussen University-Eagan,MN,,private_forprofit,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Rasmussen University-Hennepin/Anoka,MN,,private_forprofit,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
Rasmussen University-Lake Elmo/Woodbury,MN,,private_forprofit,2-year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.
